Geneid	incl0801.srt.bam	incl0802.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
MTNR1A	33	18	29	8	87	9	74	52	0	0	12	18
F11	0	0	2	2	0	0	7	14	0	0	0	0
KLKB1	0	0	0	0	0	23	0	26	0	0	0	0
LOC101116121	0	0	63	0	4	0	0	86	0	0	0	0
FAM149A	55	18	829	110	121	18	1309	662	10	33	3165	486
TLR3	1334	1049	1359	2385	1563	715	2317	2015	0	0	1565	1806
LOC105605155	0	0	40	0	54	0	0	2	0	0	28	0
LOC101114586	903	474	1241	1595	832	661	1498	661	0	0	422	612
PDLIM3	0	2	0	0	0	0	36	5	0	0	0	3
CCDC110	0	0	0	0	0	64	12	0	0	0	0	0
C26H4orf47	2	409	381	368	92	294	479	622	10	214	144	306
UFSP2	32	22	310	128	62	200	524	177	125	861	178	241
ANKRD37	58	116	36	188	449	164	165	116	14	0	34	58
LRP2BP	458	441	927	1614	588	699	1411	1342	0	0	615	1000
LOC106991948	7	2	0	0	6	0	4	0	0	0	5	1
SNX25	8164	8127	17807	18678	8111	6022	14200	13529	20	124	19913	16918
CFAP97	1908	2852	4502	1453	1427	546	10775	4271	193	1460	3794	3520
SLC25A4	180	688	2795	2380	447	775	1567	2709	264	2940	2016	1128
LOC105605303	18	151	31	202	285	243	146	332	12	44	98	33
HELT	0	0	2	18	0	2	40	0	0	0	0	11
ACSL1	2369	1981	2586	2124	2056	1765	696	1866	389	3010	2704	607
LOC101110647	4449	2200	736	508	2795	2750	450	1184	1352	9137	763	1425
CENPU	10500	18750	24898	38630	14080	10015	76596	39069	401	3942	11892	18834
LOC105605148	0	0	0	0	0	0	0	0	0	0	11	0
PRIMPOL	1437	2752	2573	2514	2054	1589	3514	2503	128	610	1809	1636
CASP3	12886	14676	2143	2071	13401	15996	491	2061	117	1767	3495	7730
IRF2	0	3	0	6	0	2	9	2	0	0	5	0
LOC105605144	2	199	154	89	2	0	94	136	0	0	168	59
ENPP6	2	0	0	50	0	0	77	0	0	0	0	0
LOC105605143	6	0	8	4	2	0	0	0	0	0	0	2
LOC105605302	2	12	146	152	4	2	20	274	22	75	182	52
STOX2	233	242	436	304	163	190	1103	479	16	0	1330	114
LOC106991947	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC11	169	556	571	790	631	937	2335	1550	144	978	1367	1301
RWDD4	2664	4725	5942	3925	4049	2787	3982	5559	509	3959	2865	4882
ING2	30	134	110	0	0	0	114	38	119	1030	140	69
CDKN2AIP	812	2973	3255	4550	1649	1480	1949	3653	87	409	2433	1105
LOC101107929	0	0	0	0	0	0	14	5	0	0	0	0
LOC106990148	0	0	0	0	0	2	0	0	0	0	0	0
CLDN22	0	0	0	0	0	0	0	2	0	0	0	0
WWC2	896	2149	1940	8347	1380	1195	2530	5000	166	893	5735	3150
LOC106990149	0	0	0	0	1	0	34	5	0	9	0	0
LOC105605137	0	0	0	0	42	0	0	0	0	0	0	0
DCTD	3265	8179	12740	18638	2579	4630	19656	14061	387	3881	10025	10163
LOC105605132	0	0	0	0	0	0	0	0	0	2	0	0
LOC105605133	0	2	0	0	0	0	0	0	0	0	0	0
LOC105605134	0	0	0	0	2	0	0	0	0	0	0	0
LOC105605301	0	0	0	0	0	0	0	0	0	0	0	0
TENM3	487	489	1889	2120	855	544	3032	2967	4	0	1132	1666
LOC105605128	6	14	13	4	2	5	69	35	0	1	5	7
AGA	0	98	721	1009	371	36	693	642	18	492	233	496
NEIL3	1198	627	1608	452	152	84	10122	1458	41	509	1312	857
LOC106991946	0	0	0	0	0	0	0	0	2	0	0	94
LOC105605127	161	214	467	401	586	261	602	512	13	27	182	609
LOC105605124	0	0	1	34	2	2	0	0	2	20	0	0
VEGFC	0	2	112	18	0	0	281	39	43	184	28	0
LOC105605123	0	0	0	0	0	0	8	0	0	0	0	0
SPCS3	11314	11643	3444	2054	13736	12447	6845	5852	762	6684	3482	10151
ASB5	0	1	86	77	0	0	103	48	0	0	17	236
SPATA4	0	0	1	0	0	0	0	0	0	0	0	0
WDR17	495	369	734	583	216	122	1646	220	15	20	996	613
GPM6A	0	0	98	425	0	0	0	0	0	0	415	0
FAM90A1	146	201	2003	3396	23	162	693	22	0	0	3364	1386
SBD2	0	0	0	0	0	1	0	0	0	0	0	0
LOC101105976	0	0	0	0	0	0	2	0	0	0	0	3
LOC105605116	28	0	0	0	2	0	0	0	0	0	0	0
LOC105605117	305	49	0	0	57	113	8	17	0	0	0	11
LOC101106394	1905	2251	3179	3199	1690	1479	5032	2443	146	672	1663	3292
LOC105605118	0	0	6	0	2	37	0	0	0	0	0	43
LOC101105133	6482	3220	1184	11822	2705	2202	67	1283	52	464	954	3704
LOC105605119	0	0	0	0	2	0	0	0	0	0	0	0
LOC101105720	3	0	0	0	0	116	0	0	0	0	22	0
LOC101105214	4	0	0	0	0	0	0	0	0	0	85	0
LOC105605298	342	298	177	719	325	911	73	76	0	0	358	1470
LOC101104632	3705	3333	1442	22010	3497	8413	1161	2115	0	0	19442	24670
LOC101104371	50846	42112	17903	48512	21240	41303	668	22959	69	2	69034	68236
XKR5	1	4	0	0	2	2	5	0	0	0	125	0
AGPAT5	4459	7820	1663	411	6083	2175	1185	3317	2622	10541	601	1431
ANGPT2	0	0	16	14	2	2	7	7	6	11	0	0
MCPH1	88	534	445	1060	100	174	725	533	7	198	287	233
LOC105605113	0	0	9	4	0	0	0	4	0	0	0	0
LOC101103374	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605296	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605112	0	0	0	6	0	2	4	0	0	0	0	0
LOC105605107	0	0	0	0	0	2	0	0	0	0	0	0
LOC106991942	0	0	0	0	0	0	0	2	0	0	0	0
LOC105605108	47	50	103	103	50	41	123	114	9	99	91	63
CSMD1	389	378	1361	772	221	517	895	1308	23	110	617	262
LOC105605105	0	3	1	2	0	0	1	10	0	0	4	0
MYOM2	0	0	28	0	0	0	8	4	0	0	23	8
KBTBD11	0	2	0	0	0	2	0	0	0	0	0	0
ARHGEF10	2	137	61	329	85	34	221	142	0	0	144	104
LOC106990141	0	0	8	6	0	2	8	0	0	0	0	11
LOC105605102	2	118	462	364	72	99	399	430	4	0	56	233
CLN8	0	0	43	45	0	0	29	107	2	125	18	27
LOC105612180	0	0	0	0	0	2	0	0	0	0	0	0
DLGAP2	84	11	382	173	55	95	117	263	0	0	162	153
ERICH1	37	210	62	30	83	158	159	164	27	119	120	100
COG2	43	165	1502	1728	73	218	2058	1626	169	1319	611	1044
AGT	128	414	1741	1814	168	66	2836	2098	1	0	1578	558
TFAM	24855	16898	2738	100	10809	9282	54	5142	479	3151	8098	5122
ZNF239	130	0	288	88	46	28	203	204	0	52	987	28
ZNF32	500	56	1302	1166	135	103	1239	2585	52	280	181	724
LOC106991933	0	0	0	14	0	0	1	1	0	0	0	0
LOC105605076	0	0	0	0	2	0	0	0	0	0	0	0
LOC105605075	0	0	0	0	0	2	4	0	0	0	0	2
CXCL12	0	2	16	9	0	1	4	15	0	0	6	3
TMEM72	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605070	0	1	30	3	0	0	16	5	0	0	0	0
C25H10orf10	13	32	224	37	16	0	87	68	0	0	92	0
RASSF4	27	381	489	182	77	74	338	49	0	0	279	0
ZNF22	834	1980	3294	3894	2275	2608	3314	5771	430	4226	743	1130
LOC101118161	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117903	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117644	0	0	0	0	0	0	0	0	0	0	0	0
ALOX5	0	0	91	0	0	0	16	30	9	11	1433	110
8-Mar	404	105	1947	1091	813	318	1409	1456	34	43	2670	1090
LOC105605068	0	0	0	0	0	0	0	0	0	0	0	0
ZFAND4	131	32	232	294	161	8	512	16	18	154	92	8
LOC101119611	715	981	5696	3901	771	919	6450	3903	620	3419	2296	3219
LOC105605067	76	0	245	260	79	76	51	267	12	132	60	87
MSMB	2	0	0	0	0	0	2	0	0	0	0	0
NCOA4	4170	5237	15444	16389	4659	3013	23679	16223	762	6033	16098	10194
LOC101118849	459	1297	359	475	557	622	539	1246	288	1828	286	444
PARG	710	679	214	87	1018	476	575	478	226	851	280	128
OGDHL	59	122	175	739	4	2	116	572	0	0	545	426
C25H10orf53	0	0	0	0	0	0	0	0	0	0	0	0
CHAT	2	2	388	73	71	32	34	232	0	0	261	106
SLC18A3	0	0	86	0	0	0	0	0	0	0	14	8
ERCC6	241	519	2120	1422	327	214	1980	1610	153	834	1207	693
DRGX	49	0	0	0	4	57	9	0	0	0	85	40
C25H10orf71	0	0	0	0	0	2	27	0	0	0	0	0
C25H10orf128	0	0	0	0	0	0	40	0	0	0	24	0
FAM170B	0	0	0	0	0	0	0	0	0	0	0	0
VSTM4	0	20	50	1046	0	0	234	748	7	70	533	105
LRRC18	0	0	58	38	22	0	26	0	0	0	0	0
WDFY4	46	227	788	1991	92	459	1326	1290	0	0	1591	1149
ARHGAP22	234	499	2120	3846	60	48	1297	2154	0	0	1083	99
MAPK8	1344	1267	1218	904	1579	1167	3974	1391	87	477	2030	1851
FRMPD2	0	0	5	54	0	2	16	9	0	0	0	190
PTPN20	428	768	1053	2005	451	605	631	361	3	0	449	572
LOC105605053	0	0	0	0	0	4	0	0	0	0	0	0
GDF10	0	0	0	0	0	0	0	0	0	0	0	0
GDF2	0	0	0	0	0	2	0	0	0	0	0	0
RBP3	6	0	6	0	0	0	0	0	0	0	0	0
ZNF488	0	0	30	1	0	83	0	0	0	0	0	6
LOC105605098	10	0	10	2	0	0	0	82	0	22	0	0
LOC105605052	0	0	0	0	2	0	0	0	0	0	0	0
LOC105605049	0	0	0	0	0	0	10	0	0	0	0	0
LOC105605051	0	0	0	0	0	2	0	69	0	0	0	0
LOC105605050	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605096	0	0	0	0	0	0	0	59	0	57	0	0
LOC105605095	0	0	0	0	0	0	0	0	0	68	0	0
LOC105605094	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114082	0	0	0	0	0	0	0	0	15	88	0	0
TRNAA-AGC	0	2	0	0	0	8	0	0	0	0	0	4
LOC101113823	0	0	0	62	0	0	0	12	0	0	0	1
GPRIN2	0	0	0	0	0	0	0	0	0	12	0	0
LOC101115343	0	0	0	0	0	0	0	8	0	0	0	0
LOC106991932	0	0	0	0	0	4	0	0	0	0	0	0
FAM35A	918	2454	2795	1442	1438	1103	2820	1402	324	464	359	510
FAM25A	0	14	0	0	0	0	0	0	12	0	4	0
ADIRF	1	184	29	53	0	2	72	66	2	0	36	20
SNCG	322	117	165	123	160	50	100	15	0	0	159	101
MMRN2	1	0	4	0	2	0	0	0	10	2	0	0
LOC101112536	63	81	40	39	76	54	60	50	8	77	22	32
LOC106991941	0	0	0	0	0	0	0	0	2	84	0	0
LOC105605044	0	0	0	0	0	0	0	0	0	0	0	0
BMPR1A	1986	1049	2941	1154	1631	832	3966	2726	142	948	2415	1678
LOC105605043	0	0	0	0	0	0	0	0	0	0	0	0
LDB3	1880	1818	5852	3278	1801	1301	7511	4073	0	0	5886	3036
OPN4	0	49	5	1	0	2	0	32	0	0	13	0
LOC105605041	120	2	4	0	371	141	80	22	14	27	12	284
WAPL	12184	7764	2667	1687	8123	4549	5597	3731	399	2704	3909	3989
LOC105605039	0	0	0	0	2	2	0	0	0	0	0	0
GRID1	102	1	107	99	2	22	126	453	0	0	132	133
LOC105605037	0	0	0	0	0	0	0	0	0	0	0	0
TRNAG-GCC	0	0	15	1	4	1	6	4	1	9	6	0
LOC101114083	0	2	0	0	2	0	0	0	0	5	3	0
LOC101113824	0	0	0	0	0	0	0	0	0	0	0	0
CCSER2	5667	9700	8666	14526	5968	4831	15258	11438	72	494	12990	10363
RGR	0	0	0	0	0	0	0	0	0	0	0	0
LRIT1	0	0	0	0	48	0	0	0	0	0	0	0
LRIT2	0	0	0	5	0	0	12	0	0	0	0	0
CDHR1	46	268	517	773	21	33	281	469	0	0	517	170
C25H10orf99	366	464	470	313	114	62	1586	766	0	0	455	512
GHITM	819	1020	1501	823	683	842	3573	1508	271	2614	2090	2177
LOC105605031	0	0	10	0	0	0	50	0	0	0	0	0
LOC101113040	0	0	0	0	4	0	0	0	0	0	0	0
TRNAY-AUA	0	8	0	0	0	0	0	0	0	14	0	0
LOC101112789	0	0	0	0	0	0	0	0	0	0	0	0
NRG3	180	298	411	451	219	215	484	230	0	0	212	363
LOC106991931	0	0	0	0	0	0	0	0	0	0	0	0
LOC101112283	0	0	0	2	0	0	20	0	0	0	0	0
SH2D4B	230	73	181	130	68	30	107	303	0	0	36	178
LOC105605028	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN14	149	63	1699	1954	299	280	1581	2103	14	138	1283	907
LOC105605027	2	5	22	101	32	25	224	73	0	27	20	6
FAM213A	2103	4087	3462	2663	2987	2332	11317	3835	413	2406	3950	3289
DYDC2	0	83	91	0	148	0	98	16	2	0	0	0
DYDC1	22	160	443	531	229	153	742	497	20	0	49	120
MAT1A	0	62	52	0	0	2	62	0	0	0	0	0
SFTPA1	0	0	0	0	0	8	0	0	0	2	101	0
MBLA	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605092	0	0	0	0	0	0	0	0	0	0	0	0
TMEM254	72	291	244	221	195	59	1322	422	42	677	186	11
SFTPD	0	1	18	47	22	0	7	40	0	0	17	12
LOC106990762	0	0	0	0	0	2	0	0	0	0	0	0
PLAC9	0	0	0	0	0	0	0	0	2	0	0	0
ANXA11	112	660	1678	5072	241	174	1645	2595	223	1819	1919	706
LOC101105719	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC24	0	0	0	3	0	0	0	0	0	0	0	0
PPIF	3574	5989	24517	36506	2210	3222	23897	13219	571	11044	8409	5754
ZMIZ1	20	48	522	1	49	10	50	41	35	176	57	31
LOC105605025	0	0	0	8	0	0	0	2	0	0	0	0
LOC105605022	0	1	0	416	64	2	0	0	0	0	0	0
LOC105605021	0	0	0	0	0	0	0	0	0	2	0	0
LOC105605020	0	110	120	0	69	0	0	20	0	0	6	38
RPS24	5966	2911	417	108	5440	4082	162	1342	1301	6854	399	1145
POLR3A	759	626	529	693	1200	862	802	1366	144	1110	1235	597
DLG5	3974	3070	17824	12294	1736	1932	14227	11001	124	1383	22150	11448
LOC105605018	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991612	0	0	5	40	0	0	0	2	0	2	0	0
KCNMA1	68	6	72	22	0	9	52	0	0	1	83	40
LOC106991576	0	0	0	0	0	0	0	4	0	0	0	0
LOC106991925	0	0	0	0	0	0	0	0	0	0	0	0
LOC105605008	0	0	0	0	0	0	0	120	0	0	0	0
C25H10orf11	46	218	261	187	197	78	732	557	16	58	186	287
ZNF503	0	0	12	34	1	0	6	7	0	0	11	13
LOC105605002	462	253	266	831	736	394	571	611	0	0	1189	601
LOC106991580	0	0	16	11	15	8	15	3	0	2	148	24
COMTD1	0	0	39	0	0	1	2	0	35	495	0	0
VDAC2	974	806	673	586	1260	1168	1037	1296	3806	25839	1708	1209
LOC105605091	10	152	33	56	0	44	0	0	0	24	0	0
DUSP13	93	81	302	346	179	229	224	422	0	14	53	199
SAMD8	32881	36467	36350	27751	26561	17140	38779	31548	57	317	26553	29029
DUPD1	0	1	4	0	0	0	0	0	0	0	0	0
KAT6B	4780	7938	25219	30816	8162	6771	37227	33414	249	1220	29479	29124
LOC105605000	0	0	0	0	0	2	0	0	12	2	1	0
LOC105605080	0	0	0	0	0	0	0	0	6	9	0	0
LOC105604997	1540	1964	3567	1692	3090	1224	4311	3157	149	1377	2283	3580
ADK	466	918	425	824	247	348	941	490	243	2640	697	660
AP3M1	7627	8691	7953	10168	7631	6885	10210	11133	499	2527	6556	6763
VCL	978	5461	10603	17173	1806	1801	18431	8873	126	4262	16328	5139
MYEOV2	304	996	63	32	1291	767	238	256	238	2203	13	497
PLAU	0	1	22	0	0	2	0	0	300	9210	130	0
LOC105604996	0	0	0	0	0	0	0	0	0	26	0	0
CAMK2G	504	471	1731	1683	300	155	2487	1475	22	481	2988	771
NDST2	69	2	86	74	2	30	97	91	2	50	111	22
ZSWIM8	28	19	423	291	77	18	166	257	42	267	519	189
CHCHD1	1721	1854	738	276	2151	2163	1741	1260	1100	5356	462	588
LOC105604994	213	298	19	1	64	136	10	106	10	121	31	60
FUT11	0	0	117	160	0	13	84	62	0	11	95	12
SEC24C	716	1921	1257	1721	1139	857	2246	1254	278	2321	2777	615
SYNPO2L	11	0	66	28	4	1	117	19	0	0	16	0
MYOZ1	0	79	332	223	148	102	331	62	0	0	156	260
USP54	1800	4682	5336	10648	3351	2153	14202	9585	139	627	6761	6002
PPP3CB	487	478	502	296	248	694	524	446	18	282	580	506
MSS51	0	0	0	0	0	46	0	38	12	254	0	0
ANXA7	820	1296	6385	5123	640	828	4072	3187	45	685	2742	2356
CFAP70	20	1	98	118	114	28	87	49	0	34	6	65
LOC105604991	24	157	0	13	50	11	14	29	0	15	0	14
MRPS16	2068	2239	3241	1441	3532	2663	4773	3644	317	3101	1237	2166
DNAJC9	1237	2292	4431	5401	2528	2751	7798	9992	169	1884	3025	2891
LOC105605079	7	0	0	0	0	0	3	3	1	23	0	0
FAM149B1	160	349	639	938	223	244	762	1135	52	313	938	286
LOC105605078	0	0	0	0	0	0	0	1	2	4	0	0
ECD	956	932	309	759	839	872	866	1581	385	1769	550	100
NUDT13	2	26	0	154	117	2	179	0	11	475	0	0
LOC106990702	64	26	0	0	0	0	0	16	0	0	0	0
P4HA1	405	368	335	153	464	410	474	452	79	617	207	388
LOC105604988	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G12B	0	4	20	0	7	2	10	22	0	0	59	21
LOC106990703	7	0	11	27	4	0	14	4	0	0	37	0
OIT3	34	0	87	30	2	0	76	93	0	0	0	42
LOC106991940	0	0	1	1	1	0	0	0	0	0	0	2
LOC105604986	156	621	64	29	167	173	122	61	16	0	5	173
MCU	1332	6969	12203	12926	1670	4181	15667	13668	184	906	10693	6346
MICU1	6576	4934	1647	101	3096	1804	1338	1328	185	1753	1388	2744
DNAJB12	471	1720	1718	1237	850	915	982	1384	112	815	1550	1005
DDIT4	1004	2075	5532	8515	381	586	9957	3462	2	366	3857	1414
LOC105604982	2	29	20	0	0	0	4	38	0	1	0	54
ANAPC16	70	221	588	69	55	181	718	623	135	1420	168	468
LOC105604983	0	0	55	0	2	0	9	12	2	0	0	1
ASCC1	1181	5369	3725	5645	2190	2500	5321	4586	44	282	1942	2667
SPOCK2	1	0	20	0	16	0	0	0	6	0	5	0
LOC105604981	0	0	0	0	0	0	0	0	0	0	0	0
LOC105604980	0	0	65	35	0	3	72	21	0	8	41	15
CHST3	92	62	911	429	21	67	566	624	3	145	624	110
PSAP	2932	5180	3949	2588	1172	1937	4129	2866	645	7790	13694	5587
C25H10orf54	30	0	3	0	2	5	0	0	4	0	24	31
CDH23	290	189	573	466	42	58	336	317	0	45	504	51
LOC106991939	0	0	8	2	0	0	0	0	0	0	51	22
SLC29A3	0	24	299	162	40	30	78	110	68	412	1149	278
UNC5B	17	29	218	228	13	19	56	46	0	0	466	57
PCBD1	1817	2116	3753	2876	2292	2031	1165	4192	2	8	1039	5014
LOC105604976	0	0	0	0	0	0	0	0	0	0	0	0
SGPL1	272	344	768	204	74	114	1578	333	180	1082	182	475
TBATA	0	0	0	0	0	0	0	0	12	3	0	0
ADAMTS14	0	14	112	111	1	11	193	172	4	0	106	119
PRF1	0	0	0	0	0	0	0	45	0	0	0	0
PALD1	122	118	506	319	86	156	302	343	108	582	269	164
NODAL	18	62	408	0	0	0	2	2	4	24	54	0
EIF4EBP2	3109	2774	2327	1899	3271	2593	1360	2368	1783	9943	2306	3039
LRRC20	0	156	208	97	0	3	68	56	8	260	78	22
NPFFR1	0	2	16	0	2	0	3	0	0	0	0	0
PPA1	5532	7681	18036	8657	9877	6149	2556	17918	783	14913	5509	10831
SAR1A	31724	50375	36205	40392	43152	34800	49652	46758	2101	12582	14434	24146
TYSND1	0	0	172	62	0	18	235	99	22	293	239	118
AIFM2	0	106	34	204	0	0	100	128	114	522	92	120
LOC105604970	0	0	0	0	0	0	0	6	0	0	0	0
LOC101108627	0	3	20	7	0	0	11	3	6	0	0	0
COL13A1	0	1	0	0	0	0	0	5	0	0	0	0
C25H10orf35	585	1434	4111	1975	353	712	4225	3078	38	452	1747	627
NEUROG3	0	0	0	0	2	0	16	0	0	0	0	0
LOC106991930	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN15	0	0	12	24	10	0	23	0	2	0	13	2
LOC105604969	0	0	0	0	32	0	0	0	0	0	11	0
TACR2	0	0	9	0	0	0	0	0	2	7	0	0
HK1	1325	1471	3731	3230	1054	676	3071	4413	210	1875	3191	2241
HKDC1	47	22	590	507	32	24	1121	596	4	0	364	218
SUPV3L1	536	1450	5447	4366	786	775	3642	4519	281	2336	2443	1491
VPS26A	847	801	1171	2005	1763	1324	4530	2602	1101	5571	2099	2041
SRGN	58	1913	54	515	722	65	239	43	0	0	156	321
LOC105604965	1	0	0	0	0	0	0	0	0	0	0	0
LOC105605089	1734	753	2281	1596	649	550	8230	516	0	4	1274	569
KIF1BP	8857	5583	1714	1157	7945	4510	678	1529	232	1576	2383	2283
DDX21	10183	4717	1987	84	6226	2980	887	2077	232	3010	3206	2731
DDX50	3696	3300	8385	10198	4622	2792	8412	8006	195	1242	5524	4370
LOC101103781	14	29	401	438	119	73	435	357	2	0	144	43
LOC106991929	0	0	0	4	0	2	1	7	0	1	1	0
CCAR1	4993	5666	3614	3220	2942	3058	7934	3622	769	4252	3468	6185
LOC105604962	1	0	0	0	2	0	1	0	0	0	0	1
LOC101106136	0	0	0	0	0	0	0	6	6	25	0	92
LOC105604963	2	0	0	0	0	0	0	0	16	64	0	0
TET1	1052	904	1806	873	606	1325	1937	1425	4792	12355	3190	6037
SLC25A16	549	632	1012	814	405	395	1130	691	106	623	699	801
DNA2	342	472	1498	1409	354	295	3193	1840	27	313	1751	1053
RUFY2	4328	5355	11283	14862	6864	4888	22468	16121	132	847	12046	13040
HNRNPH3	4855	6072	5484	7076	8627	5409	13196	8582	466	4998	7218	7331
LOC101105383	1547	2127	2410	2781	3307	1686	1837	5127	662	4689	1474	2244
PBLD	312	527	242	289	552	286	1625	402	90	764	220	286
ATOH7	4	60	77	52	9	7	42	69	0	0	26	85
MYPN	57	509	480	211	246	215	738	707	0	54	360	103
HERC4	1441	1313	1768	1436	996	873	2148	1146	289	757	1300	1565
SIRT1	10398	5648	3597	288	5401	2734	317	926	459	2167	6102	4200
DNAJC12	137	194	293	218	655	218	34	192	0	4	1726	1058
TRNAS-UGA	0	0	14	0	0	0	0	0	0	0	0	9
LOC101102285	2	5	0	0	80	0	0	0	2	207	0	0
LOC105604957	0	0	1	0	0	0	0	0	0	0	0	0
LOC101102450	0	0	0	0	0	0	0	0	0	0	0	0
LOC105604958	0	0	0	0	17	0	0	0	0	0	0	0
LRRTM3	0	184	122	185	38	0	276	212	0	0	98	139
LOC105604959	36	203	288	115	44	187	42	227	6	18	13	10
CTNNA3	3377	1091	366	648	167	1131	312	578	1	24	68	204
LOC106991928	2	4	0	18	1	0	22	10	0	1	1	28
LOC101123090	0	2	0	0	2	0	0	0	0	2	0	0
LOC101122571	6	11	6	6	23	11	6	10	0	2	2	11
REEP3	163	842	494	154	94	379	313	530	125	1135	410	429
LOC101122076	0	0	0	0	0	0	0	0	0	2	0	0
JMJD1C	2095	1369	2398	1543	1856	1225	5577	2811	293	647	2211	2640
NRBF2	12244	11349	2444	2086	6784	6897	6272	7818	478	8449	1601	1578
LOC101121824	0	0	0	3	0	0	0	1	0	0	0	0
EGR2	100	43	373	151	100	74	273	194	6	167	208	108
ADO	1	7	3	14	0	1	18	7	4	11	10	9
LOC106991927	4	0	0	0	0	0	0	0	0	0	0	0
LOC105605088	0	0	0	0	0	0	0	0	0	0	0	0
ZNF365	0	0	126	0	0	0	146	40	0	0	0	0
RTKN2	310	565	5725	5839	803	512	8974	4655	0	0	3361	2208
LOC105604951	0	0	0	0	0	0	11	0	0	0	0	0
ARID5B	586	815	1509	1673	463	848	5062	3652	15	3	2011	2172
LOC105604950	0	1	146	76	74	18	92	98	0	0	86	39
C25H10orf107	640	264	593	646	468	737	646	1253	4	122	216	560
LOC105604949	0	0	0	0	0	0	85	0	0	0	0	0
TMEM26	0	0	0	0	6	0	18	19	0	0	0	0
LOC106991938	0	0	0	0	0	0	0	0	0	0	0	0
RHOBTB1	171	38	625	338	177	92	566	397	4	0	734	152
LOC101121063	0	0	0	3	0	0	7	0	0	0	0	0
CDK1	668	489	548	721	732	733	1194	1014	10	118	230	920
LOC106991924	0	0	0	0	0	0	0	0	0	0	0	0
LOC105604944	0	0	0	0	4	0	0	0	0	0	0	0
LOC101120721	6	5	0	0	16	6	0	2	1	19	0	0
ANK3	258	1104	1425	1453	356	136	3474	2142	4	0	2452	1330
LOC106991937	0	0	0	0	0	2	0	0	4	0	0	0
LOC105605077	168	32	245	108	124	137	394	173	0	0	342	183
CCDC6	5084	10426	27849	33837	5323	6755	30421	27504	132	700	36029	14574
MRLN	0	0	0	0	0	0	0	0	0	0	37	0
SLC16A9	0	0	0	0	0	0	2	0	0	0	0	0
LOC106991936	29	46	47	77	68	78	115	102	0	0	12	155
LOC105604939	0	0	0	0	0	0	0	0	0	0	0	0
FAM13C	897	1544	3971	4579	117	722	3417	3726	0	0	2159	1133
PHYHIPL	6120	17219	20672	34934	6040	7674	21983	33090	0	6	22834	11105
BICC1	3187	2525	9794	11130	3389	3257	12515	9146	2	123	11467	7289
LOC106991935	0	0	0	22	0	8	0	0	0	2	0	0
HNRNPF	46403	28849	58128	31359	29480	27308	31615	35998	2335	27836	98789	52619
FXYD4	0	0	34	4	0	26	18	8	71	52	18	4
LOC105604936	4	0	16	155	0	2	220	171	0	0	72	15
RASGEF1A	408	378	1872	2621	143	381	1097	2777	0	37	853	181
CSGALNACT2	14318	10901	11023	11046	12678	10559	25205	12424	31	207	16174	22883
RET	1	0	29	5	0	18	20	5	0	0	6	6
LOC105611500	3424	4660	1788	128	3468	2556	1465	1526	365	3807	1843	4062
LOC101119530	15	1	18	14	5	0	16	17	0	5	49	21
BMS1	7546	7158	1527	1279	6543	6326	8663	5474	711	5100	3219	3769
LOC101119276	0	0	7	31	0	7	13	64	0	45	0	138
LOC105605087	2	2	0	2	1	1	0	3	0	1	1	1
ZNF248	1	405	254	261	275	94	376	607	61	414	179	342
LOC105604929	1357	1084	1538	136	735	740	1019	375	158	927	1366	1335
LOC101119014	0	5	0	0	24	0	1	1	10	155	0	6
ZNF33B	715	1276	1602	2813	645	833	4266	2061	86	566	1671	1532
LOC101118756	2	0	0	0	0	0	0	0	0	0	0	0
ZNF25	0	372	201	248	116	18	229	310	0	2	172	114
LOC105604932	5823	13685	12474	21481	8439	12089	45809	20461	0	23	11872	9989
LOC105604933	955	1230	941	1566	1185	1041	1972	1812	0	0	819	1105
LOC105604928	0	0	0	4	0	0	0	16	0	0	0	0
CHRM3	28	77	345	213	65	97	168	331	0	0	157	20
ZP4	85844	67744	65298	48364	55068	51361	252005	74519	2	44	72744	110426
LOC105605085	0	0	16	14	0	8	2	0	2	0	3	0
RYR2	508	484	178	103	339	370	283	225	28	265	293	371
LOC105604924	0	0	6	0	0	0	0	0	0	72	0	0
MTR	1282	775	2866	2962	715	541	4012	1939	144	936	2092	1572
ACTN2	0	0	116	60	0	8	0	16	0	2	4	0
LOC105604921	0	0	0	0	0	0	0	0	0	0	0	0
